message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=2,822144, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.071672760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,818980, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.065790467";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,828502, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.056193752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,825323, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.056141379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,822159, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.049424489";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,831682, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.040740175";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,828502, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.039712493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,825338, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.032993593";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,834861, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.024316326";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,831682, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.024219940";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,828518, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.017456399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,838040, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.008614439";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,834861, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.007699332";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,831697, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.001211125";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,841220, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.992428483";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,838040, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.991449860";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,834876, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.985064025";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,844399, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.976186455";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,841220, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.975684936";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,838055, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.968777798";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,847578, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.960707893";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,844399, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.959490047";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,841235, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.953406329";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,850757, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.944022341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,847578, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.943983994";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,844414, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.937006776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,853937, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.928419837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,850757, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.927374336";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,847593, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.921441648";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,857116, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.912388317";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,853937, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.911497355";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,850772, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.905793344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,860295, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.896059683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,857116, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.895163558";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,853952, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.889159608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,863474, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.880591710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,860295, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.879897621";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,857131, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.873590733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,866654, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.864231343";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,863474, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.863523236";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,860310, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.857092307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,869833, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.848838014";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,866654, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.848123331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,863489, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.841556735";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,873012, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.832347232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,869833, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.831718313";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,866668, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.825089319";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,873012, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.816178465";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,876192, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.815981249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,869848, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.809692315";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,879371, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.800438450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,876192, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.799437940";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,873027, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.793094294";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,882550, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.784115446";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,879371, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.784021202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,876206, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.777650671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,885729, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.768461170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,882550, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.767488839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,879385, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.761254202";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,888909, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.752056544";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,885729, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.751961578";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,882565, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.745605201";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,892088, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.736652905";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,888909, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.735666758";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,885744, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.729862584";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,895267, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.720139642";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,892088, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.719967015";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,888923, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.713152872";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,898446, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.704854404";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,895267, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.703765727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,892102, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.697764187";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,901626, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.688307712";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,898446, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.688155987";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,895282, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.681421179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,904805, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.672610265";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,901626, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.671811810";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,898461, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.665105054";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,907984, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.656998707";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,904805, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.656236282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,901640, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.649570595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,911163, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.640474939";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,907984, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.639819798";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,904819, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.633873521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,914343, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.625034005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,911163, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.623934741";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,907999, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.617474653";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,917522, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.608035493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,914343, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.607159423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,911178, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.601386861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,920701, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.592748318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,917522, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.591969928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,914357, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.585754931";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,923881, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.576738289";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,920701, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.575859960";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,917536, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.569671386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,927060, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.560592623";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,923881, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.559643626";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,920716, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.553600773";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,930239, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.544215214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,927060, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.543250129";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,923895, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.537564748";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,933418, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.528966421";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,930239, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.528117970";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,927074, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.521106324";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,936598, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.512707496";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,933418, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.511831965";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,930253, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.505022772";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,939777, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.496691753";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,936598, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.495845569";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,933433, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.489744426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,942956, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.480564661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,939777, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.479852749";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,936612, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.473498321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,946135, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.464487999";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,942956, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.463862356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,939791, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.457467482";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,949315, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.448313426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,946135, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.447288511";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,942970, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.440969077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,952494, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.432341030";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,949315, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.431283095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,946150, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.424870857";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,955673, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.416089644";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,952494, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.415734217";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,949329, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.409696793";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,958853, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.400318627";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,955673, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.399295166";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,952508, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.393736602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,962032, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.385287126";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,958853, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.383991918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,955687, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.377670859";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,965211, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.368753848";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,962032, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.367750334";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,958866, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.361376593";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,968390, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.352606576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,965211, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.351425521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,962046, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.344978106";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,971570, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.336450395";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,968390, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.335396757";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,965225, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.329735331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,974749, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.320451082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,971570, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.319479502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,968404, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.313609952";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,974749, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.304212287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,977928, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.304212307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,971583, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.297387983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,981107, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.288590958";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,977928, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.287786266";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,974763, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.280920662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,984287, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.272027599";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,981107, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.271363384";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,977942, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.265466808";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,987466, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.256664705";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,984287, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.256058087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,981121, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.248990582";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,990645, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.240336125";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,987466, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.239394364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,984300, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.233489883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,993825, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.223857829";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,990645, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.223773538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,987480, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.216909180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,997004, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.208437893";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,993825, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.208086689";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,990659, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.201353506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,000183, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.192713395";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,997004, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.191670518";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,993838, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.185362658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,003362, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.175887075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,000183, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.175712065";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,997017, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.168833800";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,006542, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.160362824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,003362, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.160130348";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,000197, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.153430497";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,009721, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.144843908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,006542, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.143479315";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,003376, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.137478468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,012900, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.128317082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,009721, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.127852889";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,006555, y=-0,031842])";"30";"turtlesim1.sim";"1725958448.121108878";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,016079, y=-0,031842])";"30";"turtlesim3.sim";"1725958448.112687989";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=3,012900, y=-0,031842])";"30";"turtlesim2.sim";"1725958448.111408526";"./src/turtle.cpp:update:260"
